,曲名,歌詞
0,Miracle,Even if you're in painEverything will come to see the light (for you)僕が思うより 高い空の上は激しさの中に  あるのかも…見上げるだけなら  果てしなく広く美しいだけに  思えるのに他の人が想像もしないような悩みがあるならば分かち合おうつらい毎日も  心が折れそうでも素晴らしい瞬間を  探して歩いていくいつの日か何かを　変えられるチャンスを必ずつかんで　そこからまた始めよう僕が思うより  深い海の底は孤独の中にあるのかも…静けさの中で  強く打つ波を支えながら  受けとめてるようにまたひとつ強くなれた時はまたひとつ弱さを認めた時心の扉を素直に広げたら心地よい春風が　そっと胸をなでる時に雨だって  必要なこともあるいつか溢れたら　そのまま泣けばいいからもし未来に虹がかかるなら今は雨が降っているのだろうなにかを変えられない自分の弱さ無力さも受け止め頑張れるよつらい毎日も  心が折れそうでも素晴らしい瞬間を  探して歩いていくいつの日か何かを　変えられるチャンスを必ずつかんで　そこからまた始めようEven if you're in painEverything will come to see the light (for you)
0,Make It Last Forever,"いつからか気づいていたよ(yeah, but never though to about it)まつげの下　陰を落とす君だけど nothing was sure, so sureどうしたらいいかなんて　君も考えてたのかな日に日に増す想いを　伝えるすべもなくそう　ただ持て余して　でもまだ動き出せなくてあいまいに笑うから　思わずことば飲み込んだそして急に You kissed me あの時からそうLet's make it last forever 'til the end of timeふたりで時間とびこえて旅をしようかけがえのない瞬間をいくつ重ねよう?Baby 同じ歩幅で歩むからso come to my place, my girlはじめはすこし　戸惑ったりしたけどはじめての連続が永遠をつむいでいくもし今日が最後に君が笑うのを見る日になるなら目に映る景色がかけがえなくてGirl, you're my fateちりばめたプリズム　瞬くたび光るように耳をすませば聞こえる HARMONY OF LOVEこの手に触れられるすべてをI wanna share with youOh why can't I hide this feeling離さない　もうLet's make it last forever 'til the end of timeI swear by めぐる星の下で誓うよどれだけの想いを歌にしよう?Baby 果てしないその先は…First time I met you, girlYou did change my worldいつもこの世界広げてくれるサインThere's no one like you, booRする円弧描いて次のステップへ会えない時も　会ってる時もそういつでも感じられるよTell you, show you, girlLet's make it last forever 'til the end of timeふたりで時間とびこえて旅をしようかけがえのない瞬間をいくつ重ねよう?Baby 同じ歩幅で歩むからso come to my place, my girlLet's make it last forever 'til the end of timeI swear by めぐる星の下で誓うよどれだけの想いを歌にしよう?Baby 果てしないその先は…Make it last forever..."
0,Make Love,"このまま何もしないままLike 100% innocentな訳が無いに決まっているだろう密室のシーツの上の2人が抑えが利かないSexy girlだとしてもヴァージン・ロードは汚れないさあ始めようLet's make love, make love, make love, make love toniteI feel like makin' love, makin' love, makin' love, makin' love to youさあ始めようここまできたらそれは One on OneOoh baby　このさい Don't be shy今を逃したら越えられなくなるだろう最後の最後の壁を二度と奥が深過ぎる body talk　言うなれば言葉じや語れないさあ始めようLet's make love, make love, make love, make love toniteI feel like makin' love, makin' love, makin' love, makin' love to youさあ始めよう抑えが利かないSexy girlだとしてもヴァージン・ロードは汚れないさあ始めようLet's make love, make love, make love, make love toniteI feel like makin' love, makin' love, makin' love, makin' love to youさあ始めようLet's make love, make love, make love, make love toniteI feel like makin' love, makin' love, makin' love, makin' love to youさあ始めよう"
0,May Be Tomorrow,きっと明日からは新しくなる　May Be Tomorrow乾いた風が吹いて　夜明けはもうすぐさあふれる欲望だけ　眠らずに騒いでるかすかな光求め　東の空を見るいつまで立ちつくせば　不安は消え去るの繰り返す誤ちと悲しみを忘れないで　生きていけたら　May Be Tomorrow僕たちは何処へ行くの幸せな明日をめざし夢のカケラを拾い集めて新しい時間を　戦い続ける　May Be Tomorrow希望と勇気だけで　過ごした時は去り心をまどわす声暗闇に響いてる溶け出したいつわりの愛の日々素直になればきっと誰かを傷つける僕たちは何処へ行くの満ち足りた明日を探し今日は昨日より強くなろうと嵐に立ち向かい　戦い続ける　May Be Tomorrow僕たちは何処へ行くの見えない明日を数え陽の差す世界を作るために自分を信じて　戦い続ける　May Be Tomorrow明日は誰の上にも新しい夢を降らし傷ついた過去を洗い流して許しあえるだろう　僕たちはきっと　May Be Tomorrow
0,Melody,責めないで　ほら泣かないでいつも君はso　ひとりで耐えて生きてきたから差し伸べた手を　拒むのはやめてこれからもう恐れないで信じてみてごらん(I like your smile)　忘れないで(You're in my mind)　一人じゃないよこの世に生まれてきたCuz I won't let you down終わらせないさ！！光と風になって　(My love for you)君に届けたい　(この想いよ)輝く世界へと　(飛んでゆけ)導かれるメロディーに乗せて君のために　(My love for you)空に奏でよう　(この想いよ)悲しみを超えて　(飛んでゆけ)果てしない愛を抱いて止めないで　その愛する気持ちいつか良かったと思える日がきっと来るはずあきらめた　あの恋はもうずっと長い間　夢のままで眠っているけど…(Stars in the sky)　忘れないよ(Bring back the time)　あの頃の気持ち素直に素敵に誰かを好きになってた想いは光と風になって　(My love for you)君に届けたい　(この想いよ)輝く世界へと　(飛んでゆけ)導かれるメロディーに乗せて君のために　(My love for you)空に奏でよう　(この想いよ)悲しみを超えて　(飛んでゆけ)果てしない愛を抱いて…宇宙の果ての地球(ホシ)で奇跡を見たから信じた想いはきっと繋がるはずさ…光と風になって　(My love for you)君に届けたい　(この想いよ)輝く世界へと　(飛んでゆけ)導かれるメロディーに乗せて君のために　(My love for you)空に奏でよう　(この想いよ)悲しみを超えて　(飛んでゆけ)果てしない愛を抱いて…
0,もっと強く,いつでも人は悲しみを　避けては通れないけどありふれた日常の中　幸せを見つけられるからあの日閉ざした心さえ　少しずつ癒えてきたね誰かを愛せずにいた　そんな日々に終わり告げよう今起きてる全ての事　現実なんだって受けとめてゆくんだ希望さえも持てずにいる　誰かのために　この命を使ってほしいから大切なものを手にして　失う怖さも手にしたけど絶望の中に一人で　迷ったとしても　必ず信じていてこの場所でいつでもあなたを待っているよ疑うこともできなくて　傷ついてばかりいたねその胸の痛みがいつか　誰かの勇気になるのかな知りたくもない現実や　見たくないことばかりでそれでもきっと僕らは　進んで行かなきゃいけなくて…あの日見てた遠い夢は　形を変えて叶っているのかも運命なら受け入れよう　ただ前を見て歩いてゆこう　一緒だからI'm never gonna be afraid of anything今ここに誓う　From bottom of my heart今よりもっと強くなる　素直な気持ちで　やがていつの日にかここにいるあなたが心から笑えるように必ず夢を持つとか　背負わなくていい　ただ生きようその中でもし希望の光が見えたならずっとずっと信じていていつの日か僕らは　もっと強くなれる愛を知るために　もっと強く　生きて行こう
0,約束 ～promises～,光失って　塞ぎ込んだ日そっと優しく差し出してくれた手言葉足りなくて　すれ違った日ずっと心の中　叫んでいた素直になれず迷い込んだ先に絶望しかない　そう思っていたけど愛さえあれば　また笑い合えるそんな夢を見た…僕が描いた未来はそんな綺麗なものじゃないけどこれが最高だった心の奥深くそう思える確かに…夢を語った日々　短すぎて気づけば掌からこぼれ落ちたそれでもボクらに許されたのは必死に前に進むことだった振り返る時間はなくても幸せな色　感じることができたからそれぞれのさまざまなドラマ交差する中で君が描いた未来はそんな悲しいものじゃないはずこれが最後じゃない約束しようあの場所で会おうと…時が過ぎても変わらない想い強く握りしめて一歩踏み出して歩く each others way僕が描いた未来はそんな綺麗なものじゃないけどこれが最高だった心の奥深くそう思える確かに…君が描いた未来はそんな悲しいものじゃないはずこれが最後じゃない約束しようあの場所で会おうと…
0,優しい光,優しい光が　そっと僕を照らしてる“抱きしめたい”　あの日の僕はまっすぐにしか　愛せなくて二人　歩いた公園　なにげない時間(とき)が過ぎいつも君は　黙ったまま　寄りそってくれたよね君の中の孤独を照らす優しい光になりたくて夏の星座に誓ったあの日いつか　君を照らすから…悲しい瞳に　何もしてあげられない月のあかり　せつなすぎて僕の気持ちを映し出す離れることなどないと　ずっとそう思ってたサヨナラが来たとしても　戻れる気がしてたよいつか二人で見上げた空に変わらず光るあの星の様に同じ強さで握ってた手はずっと　ほどけないと思ってた…君は僕の孤独を照らす優しい月の様な光でいつもいつも僕の事だけをそっと照らしてくれたね君の中の孤独を照らす優しい光になりたくて夏の星座に誓ったあの日いつか　君を照らすから…
0,Your eyes only ～曖昧なぼくの輪郭(カタチ)～,Days　なにもない部屋中に広げたあの夢は　それでもまだ失くしちゃないんだSway　確かになにもかもが予定通りのわけじゃないから投げ出したくなるけどそれでも　思い描く自分にすこし近づけたかな？Now I know曖昧な夢の行方をその瞳に映してただキミがくれる笑顔探し続けてたねPray　頼りない祈りでも出来るだけのことはしたくて…遅すぎるいいわけさもう一度　もしまた会えたらすこし胸をはれるかな？Where are you now?曖昧なぼくの未来をその瞳に映して矛盾だらけのわがままで傷つけてたね変わらないものは一つだけ時だけが過ぎてゆく振り向いたこの場所にはキミだけがいない曖昧なぼくの輪郭(カタチ)をその瞳はいまでも追いかけてくれてるかな？届かないLove song for you
0,Your Smile,Just give me your smileI have special time愛と夢と幸せをずっと伝えてくいつまでも安らぎを 求めて君に問いかける答えなど 探さずに笑顔をくれたら過去も… 現在(いま)も…未来に繋がる臆病な心さえも希望に満ちるからJust give me your smileI have special timeそこから始まっていくうつむくこともきっとあるけれど澄みきった空の下めぐり逢えた幸せをきっと広げてくどこまでも慰めや 情けも優しさだけれど傷つけて 傷ついて痛みを知るからやがて… いつか…僕らは強くなる流した涙さえも心を潤すMy life start your smile.I live for your smile.愛しさ溢れだす過ちだって 学び 変わるはず咲き誇る 花になる愛と夢と幸せをずっと伝えてくいつまでも過去も… 現在(いま)も…未来に繋がる臆病な心さえも希望に満ちるからJust give me your smileI have special timeそこから始まっていくうつむくこともきっとあるけれど澄みきった空の下めぐり逢えた幸せをきっと広げてくどこまでも
0,You're my sunshine,"高く遠い場所に　いつかたどり着けるさ一歩ずつ歩いていく　確かなもの　握りしめて胸に今も響く　まっすぐな君の言葉ずっと忘れないように　終わらない明日(あす)へ気付いてほしい　二人の夢がすぐに光に包まれる君が僕の太陽だから　きっとずっと永遠に急に降り出す雨　君の涙をごまかすやがて優しい光が　君の全て　照らすように形あるものだけに　惑わされたりもするきっと真実は君の　心の中にある守ってあげる　どんなときでも君が信じる　この世界嘘じゃないよ　奇跡を起こす　きっとずっと永遠にEverything's gonna be alrightSay, it's gonna be alrightEverything's gonna be alright気付いてほしい　二人の夢がすぐに光に包まれる君が僕の太陽だから　きっとずっと永遠に守ってあげる　どんなときでも君が信じる　この世界嘘じゃないよ　奇跡を起こす　きっとずっと永遠にSay, sun shinning brightYou're my sun shinning brightIn the sky so high"
0,Rising Sun,"So, Rising Sun 陽はまたのぼってゆくSo, Rising Sun 夜明けはそばに来てるその光がここから　どこまでも広がってく‥‥So, Rise, Rising Sunどんな暗い　闇の中でも明けない夜はないと　信じて未来のため　何かを感じてる先が見えない　旅だとしてもこの鼓動が　止まる日まで決してあきらめないと　誓おう　そう今So, Rising Sun 陽はまたのぼってゆくSo, Rising Sun 夜明けはそばに来てるその光がここから　どこまでも広がってく‥‥So, Rise, Rising Sunどんな長い道だとしてもいつかたどりつけるはず確実に歩いてく　この足で同じことのくり返しでもその意味や深さは違う決して無駄じゃないと思える　さぁ行こうこの One Way Road 後戻りはしないよこの One Way Road 一枚の片道切符その想いが少しずつ　どこまでも広がってくこの One, One Way Road一人で崩れそうな夜は目を閉じて　感じてみるSo, Rising Sun 陽はまたのぼってゆくSo, Rising Sun 夜明けはそばに来てるその光がここから　どこまでも広がってく‥‥So, Rise, Rising Sun"
0,LAST CHRISTMAS,"Last Christmas　今はまだ　思い出になんてできないよでも愛はもう　ここにはいない　this yearLast Christmas　ふたりなら　願いはかなうと信じてたまだ越えられない　君は今でもspecial出会って気づいたよ　本当は僕も淋しがりやだとねえ君は覚えてるかい?　ふたりで交わした初めてのキス“Happy Christmas!”思えば僕は　君にはたぶん重すぎたよねわかったふりの強がり　張り裂けそうな My beating heartLast Christmas　今はまだ　思い出になんてできないよでも愛はもう　ここにはいない　this yearLast Christmas　ふたりなら　願いはかなうと信じてたまだ越えられない　君は今でもspecialOh… oh, my baby悲しみもせつなさも　僕たちが生きてる証失ってみて　初めて知った　大切なもの　大切なひともうあの頃には戻れない　君の微笑みは戻らない(Show me your smile)Ooh ooh...　この胸は痛みを覚えてるLast Christmas　今はまだ　思い出になんてできないよでも愛はもう　ここにはいない　this yearLast Christmas　ふたりなら　願いはかなうと信じてたまだ越えられない　君は今でもspecialもうあの頃には戻れない　君の微笑みは戻らない“Maybe, next year!”だけど今でも　君は今でもspecial"
0,Lovers Again,"初雪にざわめく街で　見覚えのあるスカイブルーのマフラーふり向いた知らない顔にうつむくあのひとが部屋を出てから　この退屈な街に二度目の冬僕はまだ想いの炎消せずにくすぶっているひとりでは　愛してる証さえ曖昧でせつないだけふたりでは　やさしく見守ること続けられない...もう一度会いたいと願うのは　痛みさえいとしいからときめきを失くした永遠より　熱い刹那を「さよなら」は僕から告げた　後悔ならば何度したことだろう時間だけ巻き戻せたらいいのに唇を薄く開いて「もう平気よ」とつぶやいたあのひとつよがりと本当は気づいていたよ　この僕でもひとりでは　愛された記憶さえ儚くてむなしいだけふたりでは　想いあたためる意味見つけられないもう二度とあんなに誰かのこと愛せない　そう思ってたでも今は情熱が目を覚ます予感がしてるIf I ever fall in love, again　もう一度めぐり会えたらその手を離さない　もう迷わないさI just don't know what to say to you　言葉にできないままで想いはあふれてく Get back in love, againもう一度会いたいと願うのは　痛みさえいとしいからときめきを失くした永遠より　現実(リアル)を生きるもう二度とあんなに誰かのこと愛せない　そう思ってたでも今は情熱が目を覚ます予感がしてる"
0,love,"(You are the sunshine of my life, yeah)(I'll love you for the rest of my life)失って気付いたかけがえのない存在僕はいつも愛に囲まれていたんだ明日君に会えたら　まず何を伝えようかなやっぱりありがとう　感謝の気持ちなのかな…いつか僕の気持ちが　伝わりますように本当の意味での恩返しができる日が来ますようにyou are my love明日からもっと　もっと優しくなれそうloveすべてのことが今　僕を包み込むla la la loveつらい時もある　泣きたくなるけどすべてがlove僕にふさわしいことだとわかった(You are the sunshine of my life, yeah)(I'll love you for the rest of my life)こんなにも幸せな日々が続いてゆく中ほんの少しずつだけ　愛に気付いていったよ偶然の言葉の意味を考え始めて奇跡を感じたら　涙もろくなってた別れはつらいけれど　希望の明日(あす)目指し僕たちは生きてく　愛と優しさに包まれているyou are my loveずっと感じてた思いを今解き放つlove答えをさがして　今を生きてゆくla la la loveそのすべてをまだ分かったわけじゃないけどlove君への思いは愛だと思った…言葉にならなくて説明すらできないそんな気持ちも生きてくことで証明できるきっとyou are my loveずっと感じてた思いを今解き放つlove答えをさがして　今を生きてゆくla la la loveそのすべてをまだ分かったわけじゃないけどlove君への思いは愛だと思った…(You are the sunshine of my life, yeah)(I'll love you for the rest of my life)"
0,Love of History,長い間　眠っていた歴史が少しずつ目覚めて　変わり始めている今を大切に生きる過去に感謝して生きる未来はもう動き始めているからさぁ　イメージができたならその想像を無限に広げ花を咲かせてみよう　一度でも…愛の香りが君を包み込むように優しく届けたいだけどんなに小さな一つの生命(いのち)でも訪れる夜明けはLove of HistoryLove of HistoryLove of HistoryLove of History宇宙のガイア　この地球(ほし)も　一つの生命(いのち)その嘆きが微かに聞こえてくるからさぁ耳を傾けてみようどこかでまた涙の音が大地をつたわって　胸に響く愛のメロディーが君を癒し続けるように優しく語りかけたいだけどんなに小さな出逢いだったとしても訪れる別れもLove of History全てが正しい道なんてない(存在しない)悔やんでても時は過ぎるばかり(生きてくしかない)愛の香りが君を包み込むように優しく届けたいだけどんなに小さな一つの生命(いのち)でも訪れる夜明けはLove of HistoryLove of HistoryLove of HistoryLove of Historyどんなに小さな出逢いだったとしても訪れる別れもLove of History
0,"Love, Dream & Happiness","別れの時が近づいて　なんだかちょっぴりさみしさはあるけど君のことが好きだから　自分を一番大事にしてほしいそれぞれ違う道を歩いたとしても　いつか‥‥また必ず会えるさ　そう信じてるよ　きっと‥‥Love, Dream & Happiness　いつの日にかまた笑顔で　歌いあおうLove, Dream & Happiness　忘れないよまた一緒に　語りあおうたとえ少し　離れていたとしても“がんばって!　がんばって!”　そう心の中では叫んでいるよ疲れはててしまった時や　さみしい時は戻っておいでよ君が教えてくれたこと　数えきれないほどあるよ人を愛す気持ちは絶対に忘れない　ずっとLove, Dream & Happiness　いつの日にかまた笑顔で　歌いあおうLove, Dream & Happiness　忘れないよまた一緒に　語りあおうOh Yeah LaLa Oh Yeah LaLaOh Yeah LaLa Oh Yeah LaLaOh Yeah LaLa Oh Yeah LaLa得てきたモノや　失くしたモノ目で見たコトや　隠したコト互い洗いざらい語り赤いハート感じる限り　ONE BIG FAMILY何が本当?　何がウソ?　疑うとキリも意味もない世界でずっと　信じてこれた夢　無心に信じ共に立ち向かってこう　自分自身に「人生」という長い旅の途中君の後ろ姿を見送る時が来るってわかってたでもその答えに戸惑ってた「この先いったいどうすんの?」って共通の悩みも痛みも乗り越え羽ばたいたその後でまた会おうぜ　あの約束の場所で…Knock, Knock 開いた扉から飛び出すどんどん未来は意外な事になるもっともっとって知りたくなるよ広がっていく真っ白な world明日の自分に問いかける　待つ事　出来ない　追いかける全てはその手に　今旅立ち終わり偽りのないこの無限の光を…Love, Dream & Happiness　いつの日にかまた笑顔で　歌いあおうLove, Dream & Happiness　忘れないよまた一緒に　語りあおうLove, Dream & Happiness　いつの日にかまた笑顔で　盛り上がろうLove, Dream & Happiness　忘れないよまた一緒に　笑いあおうLa La La…君は君の夢のため旅立つ僕と君との距離はずっと変わらず支えて甘えて見つめ相づち想いはひとつさ　L.D.H.新しい扉開く君さ別れは辛いがお互い様言葉に出せぬ想いはただそう、僕らの大事な宝物さ笑って行こうまた会えるよ、幸せをずっと感じられるよう歩いて行こうまた会えるよ、幸せをずっと感じられるようKeep on smilingTill we meet againI won't forget youLet's sing together yeah!"
0,"Love, Dream & Happiness(EXILE BALLAD BEST)","別れの時が近づいて　なんだかちょっぴりさみしさはあるけど君のことが好きだから　自分を一番大事にしてほしいそれぞれ違う道を歩いたとしても　いつか…また必ず会えるさ　そう信じてるよ　きっと…Love, Dream & Happiness　いつの日にかまた笑顔で　歌いあおうLove, Dream & Happiness　忘れないよまた一緒に　語りあおうたとえ少し　離れていたとしても“がんばって!　がんばって!”　そう心の中で叫んでいるよ疲れはててしまった時や　さみしい時は戻っておいでよ君が教えてくれたこと　数えきれないほどあるよ人を愛す気持ちは絶対に忘れない　ずっとLove, Dream & Happiness　いつの日にかまた笑顔で　歌いあおうLove, Dream & Happiness　忘れないよまた一緒に　語りあおう悲しいことがあっても　歩いてゆこうつらいことがあっても　夢は捨てないよこの場所であなたと出会えた感動この時代に一緒に生まれた奇跡全ての人たちへ　このLove, Dream & Happiness僕たちのつないだ笑顔が未来へと続いていくみんなのやさしさが世界中をつなぐ　愛になりますようにAll our loveLove, Dream & Happiness　いつの日にかまた笑顔で　歌いあおうLove, Dream & Happiness　忘れないよまた一緒に　語りあおうLove, Dream & Happiness　いつの日にかまた笑顔で　盛り上がろうLove, Dream & Happiness　忘れないよまた一緒に　笑いあおうLa La La…Keep on smilingTill we meet againI won't forget youLet's sing together yeah!"
0,LA・LA・LA LOVE SONG,"まわれ まわれ メリーゴーラウンドもうけして止まらないように動き出したメロディLA・LA・LA・LA・LA  LOVE SONGWanna Make LoveWanna Make Love Song, Hey Baby……ドシャ降りの午後を待って　街に飛び出そう心に降る雨に　傘をくれた君と「まっぴら!」と横向いて　本音はウラハラでも  そのままでいい  お互いさまだからめぐり会えた奇跡がYou Make Me Feel Brand New涙の色を変えたAnd I Wanna Love That's Brand New息がとまるくらいの　甘いくちづけをしようよひと言もいらないさ　とびきりの今を勇気をくれた君に　照れてる場合じゃないから言葉よりも本気な　LA・LA…LOVE SONGWanna Make LoveWanna Make Love Song, Hey Baby……知らぬ間に落としてた　小さなかけらを隙間なく抱きよせ　肌でたしかめあう宇宙の見えない夜You Are My Shinin' Starかまわない　君が見えるAnd I Wanna Be Your Shinin'Starまわれ　まわれ　メリーゴーラウンドもうけして止まらないように動き出したメロディ　LA・LA…LOVE SONGとめどなく楽しくて　やるせないほど切なくてそんな朝に生まれる　僕なりのLOVE SONGためいきの前に　ここにおいでよ息がとまるくらいの　甘いくちづけをしようよひと言もいらないさ　とびきりの今を勇気をくれた君に　照れてる場合じゃないから言葉よりも本気な　LA・LA…LOVE SONGLA・LA・LA……Wanna Make LoveWanna Make Love Song, Hey Baby…"
0,real world,誰が見たって分(ぶ)があるとはいえないそんな状況もあるけど当然のことさはじめから覚悟してた決していいわけはできない結果(こたえ)を出さなけりゃそこでなにもかも終わる現実の世界に　そこまでしてなぜ求める?果てしないこの夢が描く奇跡を届けたいからその心に、必ず大空に羽ばたいたあの日の涙　そしてあの笑顔情熱(ちから)に換えてだから、ここにいる越えるべきは他の誰でもない自分見失うこともあるけどそんな時は、そっと振り返るんだ前ばかり見てちゃいけない弱気なぼくたちをここまで運んでくれた　幾千もの瞳いまさら逃げたりできない果てしないこの夢がキミとぼくらをつないでいるからこの心に響くよいつまでも、どこまでも走り続けて…キミのその声でこの瞬間を越えてゆけるから静かに目を閉じて生きる鼓動確かめて自分を信じたら次への扉を開けるんだ果てしないこの夢が描く奇跡を届けたいからその心に、必ずいつまでも、どこまでも走り続けて…キミのその声を刻みつけてこの瞬間を越えてゆく
0,real world(EXILE CATCHY BEST Ver.),大空に羽ばたいたあの日の涙　そしてあの笑顔情熱(ちから)に換えてだから、ここにいる誰が見たって分(ぶ)があるとはいえない、そんな状況もあるけど当然のことさはじめから覚悟してた決していいわけはできない結果(こたえ)を出さなけりゃそこでなにもかも終わる現実の世界に そこまでしてなぜ求める?果てしないこの夢が描く奇跡を届けたいからその心に、必ず大空に羽ばたいたあの日の涙　そしてあの笑顔情熱(ちから)に換えてだから、ここにいる越えるべきは他の誰でもない自分見失うこともあるけどそんな時は、そっと振り返るんだ前ばかり見てちゃいけない弱気なぼくたちをここまで運んでくれた　幾千もの瞳いまさら逃げたりできない果てしないこの夢がキミとぼくらをつないでるからこの心に響くよいつまでも、どこまでも走り続けて…キミのその声でこの瞬間を越えてゆけるから静かに目を閉じて生きる鼓動確かめて自分を信じたら次への扉を開けるんだ果てしないこの夢が描く奇跡を届けたいからその心に、必ずいつまでも、どこまでも走り続けて…キミのその声を刻みつけてこの瞬間を越えてゆく
0,Release yourself,誰かが踊る誰かを見ている誰かが笑い誰かにささやく誰かが叫び誰かの輪郭　舞い上がる光と音で空気を感じて一つになれる予感確かめて硝子の箱に乗り込んだ時からすべてが始まるRelease yourself!　かまわないなにもかも脱ぎ捨てて素顔でもいいんじゃない？ありのままでいて　スタイルはないやりたいことだけ追いかけてきた聴きたいものだけ聴き続けてたふと気がつけばこの場所にいた　それだけ昨日か？今日か？気づかれないように終わりと始まりをつなげていくこの瞬間を感じてもらえたらただそれだけでいいRelease yourself through the night楽しんでくれればいい理由は要らない感じるままにRelease yourself!　眠れない溜め息も　カナシミもたいしたことじゃない笑いとばせるさWaiting for you光と闇はいつも　隣りあわせにあるどちらが欠けても自分を見失うものだから…いまRelease yourself!　かまわないなにもかも脱ぎ捨てて素顔でもいいんじゃない?ありのままでいてRelease yourself!なにかが変わるかもしれないよ誰もが笑顔でキミを待っているWaiting for you
0,Ring your bell,"Ring your bell!果てなく続くこの道を　ぼくらは走り続ける君のもとへ届けたいんだ　生きるMelodyを心の空見上げてなにを描くの?遥かなる夢?いとしい人の微笑み?Ring your bell, sing your dream　聞かせてRing your bell, sing your life　歌うのさいま時を越えて　響きあうぼくらのMelodyをRing your bell!気づけばいつもそこにいて　飾らない笑顔がある君の胸に伝えたいんだ　そんな喜びをあの涙も痛みもきっとなにかを教えてくれるそう信じさせてくれるRing your bell, sing your dream　聞かせてRing your bell, sing your love　歌おうよ出会いが奏でる宝物ぼくらのMelodyをSing this song for you,and you sing this song for meAnd I sing this song for you,and you sing this song for meまだ知らない出会いがいくつもあるさぼくらを見たらその声を聞かせてくれRing your bell, sing your dream　聞かせてRing your bell, sing your life　歌うのさいま時を越えて　響きあうぼくらのMelodyをRing your bell, sing your dream　聞かせてRing your bell, sing your love　歌おうよ出会いが奏でる宝物ぼくらのMelodyをSing this song for you,and you sing this song for meAnd I sing this song for you,and you sing this song for me"
0,LET THE MUSIC PLAY,"We started dancing and love put us into a grooveAs soon as we started to move.The music played while our bodies displayed through the dance,Then love picked us out for romance.I thought it was clear the plan was we would share,Thos feeling just between ourselves.But when the music changed, the plan was re-arrangedHe went to dance with someone else.We started dancing and love put us into a gooveBut now he's with somebody new, what does love want me to do?Love said:Let the music play he won't get away,Just keep the groove and thenhe'll come back to you again, let it play.Let the music play he won't get away,This groove he can't ignore, he won't leave you anymore,no, no, no.He tried pretending a dance is just a dance, but I seeHe's dancing his way back to me.Guess he's discovered we are truly lovers,Magic from the very start, Cause love just can be provenAnytime we're movin'Even though we danced apart.So we started dancing and love put us into the grooveAs soon as we started to move, as soon as we started to move.Love said:Let the music play he won't get away,Just keep the groove and thenhe'll come back to you again, let it play.Let the music play he won't get away,This groove he can't ignore, he won't leave you anymore,no, no, no.He tried pretending a dance is just a dance, but I seeHe's dancing his way back to me,He's dancing his way back to me.Love said:"
0,LET ME LUV U DOWN feat. ZEEBRA & MACCHO(OZROSAURUS),君は大切な昔からの友達Every little step u take　マジリスペクト　oh yeah彼がいて　彼女がいて悩むことだって同じそんな相談　今じゃ冗談Let's just get on down今までの2人の関係とは180度違うどう思う　My best friendあと戻り不可能なワンウェイためらってちゃうそになる踏み込もうぜ　oh yeahLet me luv U down　全て忘れてLet me luv U down　夜にあずけてLet me luv U down　のぼりつめるまでLet me luv U down友情と愛情のはざまギリギリのラインそこに気づいてた　だけど目をそらしてた彼がいて　彼女がいて誰もうらぎりたくなくてそんなポー力一フェイス　それも今日までLet's go all the wayこれからの二人の関係確率は50/50のかけ　ギャンブリング(こいつぁビッグタイム)ハスリング後戻り不可能なワンウェイためらってる奴の負け(ラップ)いちか　ばちか　賭けるぜ　BABY俺は　ハスラー勝負に出るぜ　BABY軽いワンナイトスタンド　そんなのは　なしだぜこいつはマジだぜ　Heyl do it cuz I luv u　ビッグタイムギャンブル勝率は5分5分　つまり半分さわりたい　そのセクシーなカーブ踏み込む　禁断のスウィーテストタブー俺には君しかねぇ間違いねえ　やっぱ君しかねえ根っからの　本音食う　上っ面の手に騙された　フリ　小悪魔　受け身?Hotなベッピン　夜明けまで　ケリ乗っかり倒す　お訪ねのBABYうーだ　こーだ　いじくる　もうこんなにチョチャチョチャ　お嬢ちゃんのおもちゃからまっちゃ　腹むぜ　ふしだらドスケベ　マダム　エロ　プッシーラマン今までは　おさえてた　この気持を全て体で　わからせるからLet me luv U down　全て忘れてLet me luv U down　夜にあずけてLet me luv U down　のぼりつめるまでLet me luv U downLet me luv U down　全て忘れてLet me luv U down　夜にあずけてLet me luv U down　のぼりつめるまでLet me luv U down
